Matrícula 20792: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31557: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31562: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31564: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31570: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31573: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31574: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31584: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31592: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31597: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31599: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31603: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31611: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31614: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31620: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31622: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31643: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31645: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31646: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31648: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31649: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31660: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31662: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31664: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31671: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31672: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 31678: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31698: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31701: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31704: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31715: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31730: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31731: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31737: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31740: sindicato='NÃO INFORMADO', valor_unitario=0.0, dias_uteis=0, VALOR TOTAL VR=0.0 (reason=no_match)
Matrícula 31746: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31754: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31757: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31764: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31769: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31771: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31783: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31786: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31793: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31795: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31800: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 31817: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31818: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31823: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31827: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31831: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 31840: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31844: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31845: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31846: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31847: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 31848: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31852: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31868: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31872: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31880: sindicato='NÃO INFORMADO', valor_unitario=0.0, dias_uteis=0, VALOR TOTAL VR=0.0 (reason=no_match)
Matrícula 31889: sindicato='NÃO INFORMADO', valor_unitario=0.0, dias_uteis=0, VALOR TOTAL VR=0.0 (reason=no_match)
Matrícula 31890: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31905: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 31927: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31938: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31949: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31956: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 31959: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31963: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31964: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 31968: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 31976: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 31979: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32001: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32007: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32008: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 32014: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32016: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 32020: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 32027: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32030: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32031: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32032: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 32033: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 32050: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32055: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 32056: sindicato='SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RJ)
Matrícula 32059: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32060: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32062: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32065: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32066: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32067: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 32068: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32073: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32080: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32089: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32099: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32104: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32118: sindicato='SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA', valor_unitario=35.0, dias_uteis=22, VALOR TOTAL VR=770.0 (reason=match_uf_in_sindicato:PR)
Matrícula 32119: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32125: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32130: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32133: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32142: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32146: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32172: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32176: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32205: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32209: sindicato='SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.', valor_unitario=37.5, dias_uteis=22, VALOR TOTAL VR=825.0 (reason=match_uf_in_sindicato:SP)
Matrícula 32213: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32216: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
Matrícula 32217: sindicato='SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL', valor_unitario=35.0, dias_uteis=21, VALOR TOTAL VR=735.0 (reason=match_uf_in_sindicato:RS)
